caseid,respondentid,houseviewed,option,fireplaces,bedrooms,preference,averagecostpersquarefootcomparisons,cashprice
4529,101,10,B,no,2 bedroom,0,110,470000
4530,101,10,C,no,3 bedroom,0,90,420000
4531,101,11,A,no,4 bedroom,0,100,470000
4532,101,11,B,no,2 bedroom,1,110,370000
4533,101,11,C,no,4 bedroom,0,100,470000
4534,101,12,A,no,3 bedroom,0,100,370000
4535,101,12,B,no,4 bedroom,1,90,470000
4536,101,12,C,no,4 bedroom,0,90,470000
4537,101,13,A,no,3 bedroom,1,100,370000
4538,101,13,B,no,2 bedroom,0,100,420000
4539,101,13,C,no,2 bedroom,0,100,470000
4540,101,14,A,no,2 bedroom,1,110,420000
4541,101,14,B,no,2 bedroom,0,90,370000
4542,101,14,C,no,4 bedroom,0,100,370000
4543,101,15,A,no,3 bedroom,0,110,370000
4544,101,15,B,no,4 bedroom,0,110,420000
4545,101,15,C,no,2 bedroom,1,110,370000
4546,102,1,A,no,3 bedroom,0,100,420000
4547,102,1,B,no,4 bedroom,1,100,420000
4548,102,1,C,no,3 bedroom,0,110,420000
4549,102,2,A,no,3 bedroom,0,90,420000
4550,102,2,B,no,2 bedroom,1,100,470000
4551,102,2,C,no,3 bedroom,0,100,470000
4552,102,3,A,no,3 bedroom,1,90,370000
4553,102,3,B,no,4 bedroom,0,100,470000
4554,102,3,C,no,3 bedroom,0,90,470000
4555,102,4,A,no,4 bedroom,0,90,470000
4556,102,4,B,no,3 bedroom,0,100,470000
4557,102,4,C,no,3 bedroom,1,90,370000
4558,102,5,A,no,2 bedroom,0,90,370000
4559,102,5,B,no,4 bedroom,0,110,370000
4560,102,5,C,no,2 bedroom,1,90,420000
4561,102,6,A,no,2 bedroom,1,100,420000
4562,102,6,B,no,2 bedroom,0,100,370000
4563,102,6,C,no,2 bedroom,0,110,420000
4564,102,7,A,no,3 bedroom,1,100,370000
4565,102,7,B,no,4 bedroom,0,100,420000
4566,102,7,C,no,4 bedroom,0,110,470000
4567,102,8,A,no,2 bedroom,1,90,470000
4568,102,8,B,no,2 bedroom,0,110,470000
4569,102,8,C,no,2 bedroom,0,100,420000
4570,102,9,A,no,4 bedroom,1,110,370000
4571,102,9,B,no,4 bedroom,0,90,420000
4572,102,9,C,no,3 bedroom,0,110,370000
4573,102,10,A,no,3 bedroom,1,90,420000
4574,102,10,B,no,4 bedroom,0,90,420000
4575,102,10,C,no,2 bedroom,0,110,470000
4576,102,11,A,no,2 bedroom,0,110,370000
4577,102,11,B,no,2 bedroom,0,110,420000
4578,102,11,C,no,4 bedroom,1,90,370000
4579,102,12,A,no,4 bedroom,0,100,370000
4580,102,12,B,no,4 bedroom,0,110,420000
4581,102,12,C,no,2 bedroom,1,110,370000
4582,102,13,A,no,2 bedroom,0,90,470000
4583,102,13,B,no,3 bedroom,0,100,370000
4584,102,13,C,no,4 bedroom,1,90,370000
4585,102,14,A,no,4 bedroom,0,110,420000
4586,102,14,B,no,2 bedroom,1,90,420000
4587,102,14,C,no,4 bedroom,0,100,470000
4588,102,15,A,no,2 bedroom,0,100,470000
4589,102,15,B,no,4 bedroom,0,110,470000
4590,102,15,C,no,3 bedroom,1,100,420000
4591,103,1,A,yes,4 bedroom,0,90,470000
4592,103,1,B,yes,4 bedroom,1,90,370000
4593,103,1,C,yes,2 bedroom,0,100,470000
4594,103,2,A,yes,2 bedroom,0,100,420000
4595,103,2,B,yes,4 bedroom,1,110,470000
4596,103,2,C,yes,4 bedroom,0,110,470000
4597,103,3,A,yes,3 bedroom,0,100,470000
4598,103,3,B,yes,4 bedroom,0,90,370000
4599,103,3,C,yes,3 bedroom,1,110,420000
4600,103,4,A,yes,2 bedroom,1,110,370000
4601,103,4,B,yes,2 bedroom,0,110,470000
4602,103,4,C,yes,4 bedroom,0,100,420000
4603,103,5,A,yes,2 bedroom,0,110,420000
4604,103,5,B,yes,2 bedroom,0,90,370000
4605,103,5,C,yes,3 bedroom,1,100,420000
4606,103,6,A,yes,2 bedroom,1,100,370000
4607,103,6,B,yes,2 bedroom,0,100,370000
4608,103,6,C,yes,4 bedroom,0,100,370000
4609,103,7,A,yes,3 bedroom,0,90,420000
4610,103,7,B,yes,3 bedroom,1,110,370000
4611,103,7,C,yes,3 bedroom,0,100,420000
4612,103,8,A,yes,2 bedroom,0,110,470000
4613,103,8,B,yes,4 bedroom,1,110,420000
4614,103,8,C,yes,2 bedroom,0,100,470000
4615,103,9,A,yes,3 bedroom,1,90,370000
4616,103,9,B,yes,2 bedroom,0,90,470000
4617,103,9,C,yes,3 bedroom,0,90,420000
4618,103,10,A,yes,3 bedroom,0,100,370000
4619,103,10,B,yes,2 bedroom,0,90,420000
4620,103,10,C,yes,3 bedroom,1,110,370000
4621,103,11,A,yes,3 bedroom,1,90,470000
4622,103,11,B,yes,4 bedroom,0,110,420000
4623,103,11,C,yes,3 bedroom,0,100,470000
4624,103,12,A,yes,3 bedroom,1,90,370000
4625,103,12,B,yes,4 bedroom,0,100,370000
4626,103,12,C,yes,4 bedroom,0,90,420000
4627,103,13,A,yes,2 bedroom,1,110,370000
4628,103,13,B,yes,4 bedroom,0,100,470000
4629,103,13,C,yes,3 bedroom,0,100,370000
4630,103,14,A,yes,2 bedroom,0,90,420000
4631,103,14,B,yes,3 bedroom,1,110,470000
4632,103,14,C,yes,2 bedroom,0,90,370000
4633,103,15,A,yes,3 bedroom,0,90,470000
4634,103,15,B,yes,4 bedroom,1,90,420000
4635,103,15,C,yes,4 bedroom,0,100,420000
4636,104,1,A,no,3 bedroom,1,90,370000
4637,104,1,B,no,2 bedroom,0,90,370000
4638,104,1,C,no,4 bedroom,0,100,420000
4639,104,2,A,no,3 bedroom,1,100,370000
4640,104,2,B,no,4 bedroom,0,100,470000
4641,104,2,C,no,4 bedroom,0,90,470000
4642,104,3,A,no,2 bedroom,0,100,370000
4643,104,3,B,no,4 bedroom,0,100,370000
4644,104,3,C,no,3 bedroom,1,90,470000
4645,104,4,A,no,2 bedroom,1,110,420000
4646,104,4,B,no,2 bedroom,0,100,420000
4647,104,4,C,no,3 bedroom,0,110,470000
4648,104,5,A,no,4 bedroom,0,100,420000
4649,104,5,B,no,4 bedroom,0,110,470000
4650,104,5,C,no,2 bedroom,1,90,470000
4651,104,6,A,no,3 bedroom,0,110,420000
4652,104,6,B,no,2 bedroom,0,100,470000
4653,104,6,C,no,4 bedroom,1,90,370000
4654,104,7,A,no,3 bedroom,1,90,420000
4655,104,7,B,no,2 bedroom,0,110,370000
4656,104,7,C,no,3 bedroom,0,90,470000
4657,104,8,A,no,3 bedroom,1,100,420000
4658,104,8,B,no,4 bedroom,0,90,420000
4659,104,8,C,no,3 bedroom,0,100,420000
4660,104,9,A,no,3 bedroom,0,110,470000
4661,104,9,B,no,4 bedroom,0,110,420000
4662,104,9,C,no,3 bedroom,1,110,420000
4663,104,10,A,no,4 bedroom,0,110,470000
4664,104,10,B,no,2 bedroom,1,90,420000
4665,104,10,C,no,4 bedroom,0,90,420000
4666,104,11,A,no,4 bedroom,0,110,370000
4667,104,11,B,no,2 bedroom,1,90,470000
4668,104,11,C,no,2 bedroom,0,110,470000
4669,104,12,A,no,3 bedroom,1,100,370000
4670,104,12,B,no,2 bedroom,0,100,370000
4671,104,12,C,no,4 bedroom,0,90,470000
4672,104,13,A,no,2 bedroom,1,90,370000
4673,104,13,B,no,3 bedroom,0,90,420000
4674,104,13,C,no,3 bedroom,0,100,470000
4675,104,14,A,no,2 bedroom,0,110,420000
4676,104,14,B,no,3 bedroom,0,110,370000
4677,104,14,C,no,3 bedroom,1,110,370000
4678,104,15,A,no,2 bedroom,0,90,420000
4679,104,15,B,no,2 bedroom,0,110,470000
4680,104,15,C,no,4 bedroom,1,90,370000
4681,105,1,A,no,3 bedroom,1,110,370000
4682,105,1,B,no,3 bedroom,0,110,370000
4683,105,1,C,no,2 bedroom,0,110,370000
4684,105,2,A,no,3 bedroom,0,100,370000
4685,105,2,B,no,3 bedroom,1,90,420000
4686,105,2,C,no,2 bedroom,0,90,370000
4687,105,3,A,no,4 bedroom,0,100,470000
4688,105,3,B,no,2 bedroom,0,110,420000
4689,105,3,C,no,3 bedroom,1,100,420000
4690,105,4,A,no,3 bedroom,1,90,370000
4691,105,4,B,no,2 bedroom,0,100,420000
4692,105,4,C,no,2 bedroom,0,100,370000
4693,105,5,A,no,3 bedroom,0,90,420000
4694,105,5,B,no,2 bedroom,0,100,370000
4695,105,5,C,no,2 bedroom,1,100,420000
4696,105,6,A,no,4 bedroom,1,90,370000
4697,105,6,B,no,3 bedroom,0,90,470000
4698,105,6,C,no,3 bedroom,0,110,420000
4699,105,7,A,no,2 bedroom,0,90,470000
4700,105,7,B,no,2 bedroom,0,100,470000
4701,105,7,C,no,3 bedroom,1,110,470000
4702,105,8,A,no,3 bedroom,1,90,370000
4703,105,8,B,no,2 bedroom,0,110,420000
4704,105,8,C,no,4 bedroom,0,90,420000
4705,105,9,A,no,3 bedroom,1,90,470000
4706,105,9,B,no,4 bedroom,0,100,370000
4707,105,9,C,no,4 bedroom,0,100,370000
4708,105,10,A,no,4 bedroom,0,100,420000
4709,105,10,B,no,3 bedroom,1,100,470000
4710,105,10,C,no,4 bedroom,0,110,470000
4711,105,11,A,no,2 bedroom,0,100,470000
4712,105,11,B,no,4 bedroom,1,110,370000
4713,105,11,C,no,3 bedroom,0,110,420000
4714,105,12,A,no,4 bedroom,1,100,420000
4715,105,12,B,no,4 bedroom,0,90,420000
4716,105,12,C,no,4 bedroom,0,110,420000
4717,105,13,A,no,4 bedroom,0,100,470000
4718,105,13,B,no,4 bedroom,1,110,370000
4719,105,13,C,no,2 bedroom,0,90,420000
4720,105,14,A,no,2 bedroom,1,90,370000
4721,105,14,B,no,4 bedroom,0,110,420000
4722,105,14,C,no,2 bedroom,0,90,470000
4723,105,15,A,no,2 bedroom,1,110,370000
4724,105,15,B,no,3 bedroom,0,110,470000
4725,105,15,C,no,3 bedroom,0,100,420000
4726,106,1,A,no,3 bedroom,1,110,370000
4727,106,1,B,no,4 bedroom,0,90,420000
4728,106,1,C,no,3 bedroom,0,110,420000
4729,106,2,A,no,2 bedroom,0,110,470000
4730,106,2,B,no,4 bedroom,0,90,370000
4731,106,2,C,no,3 bedroom,1,90,420000
4732,106,3,A,no,4 bedroom,1,90,370000
4733,106,3,B,no,4 bedroom,0,100,370000
4734,106,3,C,no,2 bedroom,0,100,420000
4735,106,4,A,no,4 bedroom,0,90,470000
4736,106,4,B,no,2 bedroom,0,90,420000
4737,106,4,C,no,2 bedroom,1,90,370000
4738,106,5,A,no,4 bedroom,0,110,470000
4739,106,5,B,no,2 bedroom,0,110,370000
4740,106,5,C,no,4 bedroom,1,100,470000
4741,106,6,A,no,3 bedroom,0,100,470000
4742,106,6,B,no,4 bedroom,0,110,420000
4743,106,6,C,no,2 bedroom,1,90,370000
4744,106,7,A,no,3 bedroom,0,100,470000
4745,106,7,B,no,4 bedroom,0,90,470000
4746,106,7,C,no,3 bedroom,1,90,420000
4747,106,8,A,no,2 bedroom,0,110,420000
4748,106,8,B,no,3 bedroom,1,90,370000
4749,106,8,C,no,2 bedroom,0,100,420000
4750,106,9,A,no,3 bedroom,0,100,420000
4751,106,9,B,no,2 bedroom,0,100,370000
4752,106,9,C,no,3 bedroom,1,90,370000
4753,106,10,A,no,4 bedroom,1,110,420000
4754,106,10,B,no,4 bedroom,0,110,370000
4755,106,10,C,no,3 bedroom,0,100,420000
4756,106,11,A,no,3 bedroom,0,110,420000
4757,106,11,B,no,4 bedroom,1,90,420000
4758,106,11,C,no,3 bedroom,0,90,470000
4759,106,12,A,no,3 bedroom,0,100,370000
4760,106,12,B,no,2 bedroom,1,90,420000
4761,106,12,C,no,4 bedroom,0,100,470000
4762,106,13,A,no,3 bedroom,1,110,370000
4763,106,13,B,no,2 bedroom,0,110,470000
4764,106,13,C,no,2 bedroom,0,90,470000
4765,106,14,A,no,2 bedroom,1,110,420000
4766,106,14,B,no,2 bedroom,0,110,370000
4767,106,14,C,no,2 bedroom,0,90,470000
4768,106,15,A,no,3 bedroom,0,110,470000
4769,106,15,B,no,4 bedroom,1,110,370000
4770,106,15,C,no,4 bedroom,0,100,370000
4771,107,1,A,no,2 bedroom,0,90,470000
4772,107,1,B,no,3 bedroom,1,100,420000
4773,107,1,C,no,4 bedroom,0,110,470000
4774,107,2,A,no,2 bedroom,0,100,470000
4775,107,2,B,no,2 bedroom,1,110,470000
4776,107,2,C,no,4 bedroom,0,110,370000
4777,107,3,A,no,4 bedroom,1,90,420000
4778,107,3,B,no,4 bedroom,0,100,370000
4779,107,3,C,no,4 bedroom,0,90,470000
4780,107,4,A,no,4 bedroom,1,110,370000
4781,107,4,B,no,3 bedroom,0,90,470000
4782,107,4,C,no,3 bedroom,0,110,370000
4783,107,5,A,no,4 bedroom,0,100,470000
4784,107,5,B,no,2 bedroom,0,100,370000
4785,107,5,C,no,3 bedroom,1,110,470000
4786,107,6,A,no,4 bedroom,0,90,470000
4787,107,6,B,no,2 bedroom,1,90,370000
4788,107,6,C,no,3 bedroom,0,110,420000
4789,107,7,A,no,3 bedroom,0,90,470000
4790,107,7,B,no,4 bedroom,1,110,420000
4791,107,7,C,no,4 bedroom,0,100,420000
4792,107,8,A,no,3 bedroom,0,100,420000
4793,107,8,B,no,3 bedroom,0,90,370000
4794,107,8,C,no,3 bedroom,1,100,370000
4795,107,9,A,no,4 bedroom,0,90,420000
4796,107,9,B,no,4 bedroom,0,100,420000
4797,107,9,C,no,2 bedroom,1,110,420000
4798,107,10,A,no,2 bedroom,0,90,470000
4799,107,10,B,no,2 bedroom,1,110,470000
4800,107,10,C,no,4 bedroom,0,110,470000
4801,107,11,A,no,4 bedroom,0,90,370000
4802,107,11,B,no,2 bedroom,0,90,420000
4803,107,11,C,no,3 bedroom,1,110,420000
4804,107,12,A,no,3 bedroom,1,100,470000
4805,107,12,B,no,2 bedroom,0,110,370000
4806,107,12,C,no,3 bedroom,0,100,470000
4807,107,13,A,no,3 bedroom,0,100,370000
4808,107,13,B,no,3 bedroom,1,90,420000
4809,107,13,C,no,4 bedroom,0,90,370000
4810,107,14,A,no,2 bedroom,0,100,420000
4811,107,14,B,no,2 bedroom,0,110,420000
4812,107,14,C,no,3 bedroom,1,110,370000
4813,107,15,A,no,2 bedroom,0,90,370000
4814,107,15,B,no,3 bedroom,1,90,370000
4815,107,15,C,no,2 bedroom,0,90,420000
4816,108,1,A,no,4 bedroom,0,100,420000
4817,108,1,B,no,4 bedroom,0,100,420000
4818,108,1,C,no,4 bedroom,1,110,470000
4819,108,2,A,no,2 bedroom,1,100,370000
4820,108,2,B,no,3 bedroom,0,90,420000
4821,108,2,C,no,3 bedroom,0,110,370000
4822,108,3,A,no,2 bedroom,0,110,470000
4823,108,3,B,no,4 bedroom,0,100,470000
4824,108,3,C,no,2 bedroom,1,100,370000
4825,108,4,A,no,3 bedroom,0,100,370000
4826,108,4,B,no,2 bedroom,1,110,420000
4827,108,4,C,no,4 bedroom,0,110,470000
4828,108,5,A,no,4 bedroom,0,110,420000
4829,108,5,B,no,4 bedroom,1,110,420000
4830,108,5,C,no,2 bedroom,0,100,470000
4831,108,6,A,no,3 bedroom,0,100,370000
4832,108,6,B,no,3 bedroom,0,100,470000
4833,108,6,C,no,2 bedroom,1,100,420000
4834,108,7,A,no,3 bedroom,1,110,370000
4835,108,7,B,no,4 bedroom,0,100,470000
4836,108,7,C,no,3 bedroom,0,90,470000
4837,108,8,A,no,2 bedroom,0,100,470000
4838,108,8,B,no,3 bedroom,0,100,470000
4839,108,8,C,no,2 bedroom,1,90,420000
4840,108,9,A,no,4 bedroom,0,90,370000
4841,108,9,B,no,2 bedroom,1,90,370000
4842,108,9,C,no,4 bedroom,0,100,370000
4843,108,10,A,no,2 bedroom,0,110,370000
4844,108,10,B,no,3 bedroom,0,90,420000
4845,108,10,C,no,2 bedroom,1,90,370000
4846,108,11,A,no,3 bedroom,0,100,420000
4847,108,11,B,no,2 bedroom,0,100,420000
4848,108,11,C,no,4 bedroom,1,100,370000
4849,108,12,A,no,3 bedroom,0,110,470000
4850,108,12,B,no,3 bedroom,1,90,370000
4851,108,12,C,no,4 bedroom,0,90,470000
4852,108,13,A,no,4 bedroom,0,90,470000
4853,108,13,B,no,2 bedroom,1,110,370000
4854,108,13,C,no,4 bedroom,0,110,370000
4855,108,14,A,no,3 bedroom,0,110,420000
4856,108,14,B,no,2 bedroom,0,90,470000
4857,108,14,C,no,3 bedroom,1,90,370000
4858,108,15,A,no,3 bedroom,0,110,470000
4859,108,15,B,no,4 bedroom,0,90,370000
4860,108,15,C,no,2 bedroom,1,90,470000
4861,109,1,A,no,2 bedroom,1,90,370000
4862,109,1,B,no,2 bedroom,0,110,370000
4863,109,1,C,no,3 bedroom,0,100,370000
4864,109,2,A,no,4 bedroom,0,100,370000
4865,109,2,B,no,4 bedroom,1,110,470000
4866,109,2,C,no,2 bedroom,0,100,370000
4867,109,3,A,no,3 bedroom,1,110,420000
4868,109,3,B,no,4 bedroom,0,90,370000
4869,109,3,C,no,3 bedroom,0,110,370000
4870,109,4,A,no,3 bedroom,0,100,470000
4871,109,4,B,no,4 bedroom,0,100,470000
4872,109,4,C,no,3 bedroom,1,110,370000
4873,109,5,A,no,4 bedroom,0,110,420000
4874,109,5,B,no,3 bedroom,1,110,470000
4875,109,5,C,no,3 bedroom,0,90,470000
4876,109,6,A,no,4 bedroom,0,100,470000
4877,109,6,B,no,4 bedroom,0,90,470000
4878,109,6,C,no,2 bedroom,1,100,420000
4879,109,7,A,no,2 bedroom,1,100,370000
4880,109,7,B,no,4 bedroom,0,100,420000
4881,109,7,C,no,2 bedroom,0,110,420000
4882,109,8,A,no,4 bedroom,0,110,370000
4883,109,8,B,no,3 bedroom,1,90,370000
4884,109,8,C,no,4 bedroom,0,100,370000
4885,109,9,A,no,3 bedroom,1,100,470000
4886,109,9,B,no,4 bedroom,0,90,420000
4887,109,9,C,no,2 bedroom,0,100,470000
4888,109,10,A,no,3 bedroom,0,90,420000
4889,109,10,B,no,2 bedroom,1,110,420000
4890,109,10,C,no,4 bedroom,0,90,370000
4891,109,11,A,no,2 bedroom,0,110,470000
4892,109,11,B,no,2 bedroom,1,110,370000
4893,109,11,C,no,4 bedroom,0,100,420000
4894,109,12,A,no,4 bedroom,0,110,470000
4895,109,12,B,no,2 bedroom,0,110,470000
4896,109,12,C,no,3 bedroom,1,100,420000
4897,109,13,A,no,2 bedroom,1,90,420000
4898,109,13,B,no,3 bedroom,0,110,470000
4899,109,13,C,no,3 bedroom,0,100,370000
4900,109,14,A,no,3 bedroom,0,90,420000
4901,109,14,B,no,4 bedroom,1,90,470000
4902,109,14,C,no,4 bedroom,0,90,420000
4903,109,15,A,no,2 bedroom,0,100,420000
4904,109,15,B,no,2 bedroom,0,90,470000
4905,109,15,C,no,4 bedroom,1,110,370000
4906,110,1,A,no,4 bedroom,0,110,470000
4907,110,1,B,no,4 bedroom,0,100,470000
4908,110,1,C,no,3 bedroom,1,90,370000
4909,110,2,A,no,4 bedroom,0,90,370000
4910,110,2,B,no,2 bedroom,0,110,470000
4911,110,2,C,no,2 bedroom,1,100,370000
4912,110,3,A,no,4 bedroom,0,100,370000
4913,110,3,B,no,3 bedroom,1,100,370000
4914,110,3,C,no,4 bedroom,0,90,420000
4915,110,4,A,no,2 bedroom,0,100,370000
4916,110,4,B,no,3 bedroom,1,100,420000
4917,110,4,C,no,2 bedroom,0,90,420000
4918,110,5,A,no,4 bedroom,0,110,470000
4919,110,5,B,no,2 bedroom,0,110,470000
4920,110,5,C,no,3 bedroom,1,90,470000
4921,110,6,A,no,4 bedroom,0,100,420000
4922,110,6,B,no,2 bedroom,1,90,470000
4923,110,6,C,no,2 bedroom,0,90,370000
4924,110,7,A,no,4 bedroom,0,110,420000
4925,110,7,B,no,3 bedroom,0,100,420000
4926,110,7,C,no,4 bedroom,1,100,420000
4927,110,8,A,no,2 bedroom,1,90,370000
4928,110,8,B,no,4 bedroom,0,100,370000
4929,110,8,C,no,3 bedroom,0,100,470000
4930,110,9,A,no,3 bedroom,0,110,470000
4931,110,9,B,no,2 bedroom,0,100,470000
4932,110,9,C,no,3 bedroom,1,110,420000
4933,110,10,A,no,4 bedroom,0,100,470000
4934,110,10,B,no,2 bedroom,0,110,370000
4935,110,10,C,no,3 bedroom,1,90,470000
4936,110,11,A,no,3 bedroom,1,100,370000
4937,110,11,B,no,4 bedroom,0,90,370000
4938,110,11,C,no,2 bedroom,0,110,370000
4939,110,12,A,no,4 bedroom,0,90,470000
4940,110,12,B,no,4 bedroom,1,90,470000
4941,110,12,C,no,2 bedroom,0,110,420000
4942,110,13,A,no,3 bedroom,0,100,470000
4943,110,13,B,no,4 bedroom,0,110,370000
4944,110,13,C,no,3 bedroom,1,110,470000
4945,110,14,A,no,2 bedroom,1,90,470000
4946,110,14,B,no,2 bedroom,0,100,420000
4947,110,14,C,no,2 bedroom,0,100,470000
4948,110,15,A,no,3 bedroom,1,110,420000
4949,110,15,B,no,2 bedroom,0,100,420000
4950,110,15,C,no,2 bedroom,0,110,420000
4951,111,1,A,no,2 bedroom,0,90,470000
4952,111,1,B,no,2 bedroom,1,100,470000
4953,111,1,C,no,2 bedroom,0,110,370000
4954,111,2,A,no,4 bedroom,0,100,370000
4955,111,2,B,no,4 bedroom,1,110,370000
4956,111,2,C,no,2 bedroom,0,90,420000
4957,111,3,A,no,3 bedroom,1,90,420000
4958,111,3,B,no,2 bedroom,0,110,420000
4959,111,3,C,no,3 bedroom,0,90,420000
4960,111,4,A,no,3 bedroom,0,90,470000
4961,111,4,B,no,3 bedroom,0,100,470000
4962,111,4,C,no,2 bedroom,1,100,370000
4963,111,5,A,no,4 bedroom,0,90,470000
4964,111,5,B,no,4 bedroom,0,90,420000
4965,111,5,C,no,3 bedroom,1,100,420000
4966,111,6,A,no,4 bedroom,0,100,470000
4967,111,6,B,no,4 bedroom,1,90,420000
4968,111,6,C,no,3 bedroom,0,110,420000
4969,111,7,A,no,3 bedroom,1,110,370000
4970,111,7,B,no,4 bedroom,0,100,420000
4971,111,7,C,no,4 bedroom,0,110,420000
4972,111,8,A,no,3 bedroom,0,110,420000
4973,111,8,B,no,2 bedroom,1,100,420000
4974,111,8,C,no,4 bedroom,0,110,470000
4975,111,9,A,no,3 bedroom,0,110,470000
4976,111,9,B,no,4 bedroom,0,100,470000
4977,111,9,C,no,2 bedroom,1,90,470000
4978,111,10,A,no,4 bedroom,1,90,370000
4979,111,10,B,no,2 bedroom,0,110,470000
4980,111,10,C,no,3 bedroom,0,110,470000
4981,111,11,A,no,2 bedroom,0,90,370000
4982,111,11,B,no,3 bedroom,0,100,470000
4983,111,11,C,no,3 bedroom,1,90,370000
4984,111,12,A,no,2 bedroom,0,100,470000
4985,111,12,B,no,2 bedroom,1,90,420000
4986,111,12,C,no,2 bedroom,0,110,470000
4987,111,13,A,no,4 bedroom,0,100,370000
4988,111,13,B,no,3 bedroom,0,100,370000
4989,111,13,C,no,3 bedroom,1,110,370000
4990,111,14,A,no,3 bedroom,0,90,470000
4991,111,14,B,no,2 bedroom,1,100,370000
4992,111,14,C,no,4 bedroom,0,110,470000
4993,111,15,A,no,4 bedroom,1,90,370000
4994,111,15,B,no,2 bedroom,0,100,420000
4995,111,15,C,no,4 bedroom,0,100,420000
4996,112,1,A,yes,4 bedroom,0,90,420000
4997,112,1,B,yes,4 bedroom,0,90,470000
4998,112,1,C,yes,2 bedroom,1,100,470000
4999,112,2,A,yes,2 bedroom,0,100,470000
5000,112,2,B,yes,4 bedroom,0,110,370000
5001,112,2,C,yes,2 bedroom,1,110,370000
5002,112,3,A,yes,2 bedroom,0,100,370000
5003,112,3,B,yes,2 bedroom,0,100,370000
5004,112,3,C,yes,3 bedroom,1,90,370000
5005,112,4,A,yes,3 bedroom,0,100,470000
5006,112,4,B,yes,4 bedroom,0,100,470000
5007,112,4,C,yes,2 bedroom,1,90,420000
5008,112,5,A,yes,4 bedroom,0,110,470000
5009,112,5,B,yes,3 bedroom,1,110,420000
5010,112,5,C,yes,2 bedroom,0,90,470000
5011,112,6,A,yes,4 bedroom,0,90,470000
5012,112,6,B,yes,3 bedroom,1,90,470000
5013,112,6,C,yes,4 bedroom,0,90,420000
5014,112,7,A,yes,4 bedroom,0,90,370000
5015,112,7,B,yes,4 bedroom,0,110,370000
5016,112,7,C,yes,2 bedroom,1,110,470000
5017,112,8,A,yes,2 bedroom,0,110,420000
5018,112,8,B,yes,4 bedroom,0,110,420000
5019,112,8,C,yes,2 bedroom,1,100,420000
5020,112,9,A,yes,2 bedroom,0,90,370000
5021,112,9,B,yes,3 bedroom,1,100,420000
5022,112,9,C,yes,4 bedroom,0,110,420000
5023,112,10,A,yes,3 bedroom,0,110,470000
5024,112,10,B,yes,4 bedroom,0,100,420000
5025,112,10,C,yes,3 bedroom,1,90,370000
5026,112,11,A,yes,2 bedroom,0,110,470000
5027,112,11,B,yes,2 bedroom,1,110,370000
5028,112,11,C,yes,3 bedroom,0,90,420000
5029,112,12,A,yes,2 bedroom,1,90,370000
5030,112,12,B,yes,3 bedroom,0,110,420000
5031,112,12,C,yes,4 bedroom,0,100,370000
5032,112,13,A,yes,4 bedroom,0,100,370000
5033,112,13,B,yes,2 bedroom,0,100,420000
5034,112,13,C,yes,3 bedroom,1,100,370000
5035,112,14,A,yes,2 bedroom,1,90,470000
5036,112,14,B,yes,3 bedroom,0,90,420000
5037,112,14,C,yes,4 bedroom,0,110,470000
5038,112,15,A,yes,3 bedroom,0,100,470000
5039,112,15,B,yes,3 bedroom,1,110,370000
5040,112,15,C,yes,2 bedroom,0,90,420000
5041,113,1,A,no,2 bedroom,0,90,420000
5042,113,1,B,no,4 bedroom,0,90,470000
5043,113,1,C,no,4 bedroom,1,90,370000
5044,113,2,A,no,2 bedroom,1,110,370000
5045,113,2,B,no,3 bedroom,0,100,420000
5046,113,2,C,no,3 bedroom,0,90,470000
5047,113,3,A,no,4 bedroom,0,100,470000
5048,113,3,B,no,4 bedroom,0,110,420000
5049,113,3,C,no,3 bedroom,1,100,370000
5050,113,4,A,no,4 bedroom,1,90,370000
5051,113,4,B,no,3 bedroom,0,100,420000
5052,113,4,C,no,4 bedroom,0,110,420000
5053,113,5,A,no,3 bedroom,1,90,370000
5054,113,5,B,no,2 bedroom,0,90,420000
5055,113,5,C,no,4 bedroom,0,110,470000
5056,113,6,A,no,3 bedroom,1,110,370000
5057,113,6,B,no,3 bedroom,0,100,470000
5058,113,6,C,no,2 bedroom,0,110,470000
5059,113,7,A,no,2 bedroom,1,90,470000
5060,113,7,B,no,3 bedroom,0,100,470000
5061,113,7,C,no,2 bedroom,0,110,420000
5062,113,8,A,no,4 bedroom,1,90,420000
5063,113,8,B,no,4 bedroom,0,100,470000
5064,113,8,C,no,4 bedroom,0,90,470000
5065,113,9,A,no,3 bedroom,0,110,420000
5066,113,9,B,no,2 bedroom,1,110,370000
5067,113,9,C,no,3 bedroom,0,110,470000
5068,113,10,A,no,2 bedroom,0,100,370000
5069,113,10,B,no,4 bedroom,1,100,370000
5070,113,10,C,no,2 bedroom,0,100,420000
5071,113,11,A,no,3 bedroom,0,90,420000
5072,113,11,B,no,2 bedroom,0,90,470000
5073,113,11,C,no,4 bedroom,1,90,420000
5074,113,12,A,no,2 bedroom,0,100,470000
5075,113,12,B,no,2 bedroom,1,110,420000
5076,113,12,C,no,2 bedroom,0,110,470000
5077,113,13,A,no,4 bedroom,0,110,470000
5078,113,13,B,no,4 bedroom,0,100,420000
5079,113,13,C,no,4 bedroom,1,100,370000
5080,113,14,A,no,2 bedroom,0,100,420000
5081,113,14,B,no,3 bedroom,1,100,370000
5082,113,14,C,no,2 bedroom,0,100,370000
